timestamp,speed_kmh,rpm,co2_ppm,co_ppm,smoke_ppm,safety_rating
2026-09-19 14:22:06.490358,70.2,2468.0,1196.3,151.6,630.9,Danger
2026-09-19 14:22:09.490358,72.6,2651.0,1218.8,144.9,560.9,Danger
2026-09-19 14:22:12.490358,75.6,2764.0,1209.7,134.4,585.0,Danger
2026-09-19 14:22:15.490358,78.5,2833.0,1222.2,133.7,529.8,Danger
2026-09-19 14:22:18.490358,70.9,2584.0,1148.1,124.5,499.3,Danger
2026-09-19 14:22:21.490358,72.0,2711.0,1143.0,107.2,458.6,Danger
2026-09-19 14:22:24.490358,67.0,2548.0,1108.6,110.0,457.5,Danger
2026-09-19 14:22:27.490358,66.1,2268.0,1075.1,105.6,439.2,Danger
2026-09-19 14:22:30.490358,75.7,2824.0,1202.8,100.9,435.3,Danger
2026-09-19 14:22:33.490358,78.0,2882.0,1156.3,80.9,380.5,Danger
2026-09-19 14:22:36.490358,70.3,2443.0,1170.1,68.7,285.6,Danger
2026-09-19 14:22:39.490358,75.1,2684.0,1199.7,56.3,240.8,Danger
2026-09-19 14:22:42.490358,71.4,2686.0,1176.8,59.8,258.4,Danger
2026-09-19 14:22:45.490358,65.7,2412.0,1104.9,33.0,166.9,Warning
2026-09-19 14:22:48.490358,70.1,2714.0,1284.1,36.0,203.5,Warning
2026-09-19 14:22:51.490358,75.3,3038.0,1257.2,35.0,172.4,Warning
2026-09-19 14:22:54.490358,66.8,2352.0,1084.5,28.4,108.2,Warning
2026-09-19 14:22:57.490358,74.1,2445.0,1201.9,45.4,201.6,Warning
2026-09-19 14:23:00.490358,52.4,2156.0,995.0,34.4,154.8,Warning
2026-09-19 14:23:03.490358,68.9,2630.0,1110.3,41.9,237.3,Warning
2026-09-19 14:23:06.490358,64.4,2375.0,1061.6,31.6,153.7,Warning
2026-09-19 14:23:09.490358,61.7,2559.0,1110.5,27.7,158.4,Warning
2026-09-19 14:23:12.490358,62.8,2168.0,1074.9,37.3,187.0,Warning
2026-09-19 14:23:15.490358,51.5,2192.0,1050.8,29.8,132.3,Warning
2026-09-19 14:23:18.490358,59.5,2196.0,1115.5,35.2,176.5,Warning
2026-09-19 14:23:21.490358,61.5,2594.0,1146.6,39.9,153.0,Warning
2026-09-19 14:23:24.490358,66.1,2752.0,1095.1,42.3,191.7,Warning
2026-09-19 14:23:27.490358,55.2,2066.0,1060.8,41.4,190.9,Warning
2026-09-19 14:23:30.490358,52.8,2038.0,1047.8,27.8,103.7,Warning
2026-09-19 14:23:33.490358,53.4,2263.0,1008.1,29.9,175.4,Warning
2026-09-19 14:23:36.490358,59.5,2229.0,1045.0,29.3,97.1,Warning
2026-09-19 14:23:39.490358,55.5,2182.0,1108.7,39.5,153.7,Warning
2026-09-19 14:23:42.490358,50.2,2060.0,1011.0,25.8,110.5,Warning
2026-09-19 14:23:45.490358,54.4,1873.0,1060.8,21.5,107.3,Warning
2026-09-19 14:23:48.490358,51.3,2080.0,977.5,13.1,111.9,Safe
2026-09-19 14:23:51.490358,54.6,2062.0,988.1,28.7,143.7,Warning
2026-09-19 14:23:54.490358,45.2,1856.0,938.8,30.9,196.8,Warning
2026-09-19 14:23:57.490358,46.0,2166.0,963.0,20.3,107.7,Warning
2026-09-19 14:24:00.490358,44.6,1726.0,914.2,30.9,144.4,Warning
2026-09-19 14:24:03.490358,38.2,1876.0,904.9,20.7,92.6,Warning
2026-09-19 14:24:06.490358,45.9,1905.0,899.4,27.4,146.4,Warning
2026-09-19 14:24:09.490358,44.6,1873.0,912.0,22.3,131.5,Warning
2026-09-19 14:24:12.490358,42.2,1974.0,964.6,25.7,152.1,Warning
2026-09-19 14:24:15.490358,39.9,1849.0,943.6,37.1,141.4,Warning
2026-09-19 14:24:18.490358,32.9,1709.0,847.7,21.4,108.1,Warning
2026-09-19 14:24:21.490358,36.8,1865.0,853.7,23.1,125.0,Warning
2026-09-19 14:24:24.490358,36.1,1653.0,847.6,23.0,125.7,Warning
2026-09-19 14:24:27.490358,32.7,1526.0,846.6,20.1,90.7,Warning
2026-09-19 14:24:30.490358,34.8,1507.0,904.2,24.2,117.3,Warning
2026-09-19 14:24:33.490358,36.5,1590.0,929.5,20.7,132.0,Warning
2026-09-19 14:24:36.490358,42.9,2314.0,923.1,31.5,160.7,Warning
2026-09-19 14:24:39.490358,33.2,1818.0,819.8,39.3,184.8,Warning
2026-09-19 14:24:42.490358,32.6,1412.0,871.4,18.2,81.6,Safe
2026-09-19 14:24:45.490358,29.9,1348.0,806.0,32.4,155.2,Warning
2026-09-19 14:24:48.490358,19.6,1362.0,736.0,17.3,72.7,Safe
2026-09-19 14:24:51.490358,28.0,1582.0,877.1,27.1,152.2,Warning
2026-09-19 14:24:54.490358,27.4,1568.0,852.4,33.8,141.5,Warning
2026-09-19 14:24:57.490358,38.4,1722.0,913.6,17.9,108.5,Safe
2026-09-19 14:25:00.490358,24.1,1385.0,742.2,31.9,178.2,Warning
2026-09-19 14:25:03.490358,25.6,1490.0,813.4,23.3,87.4,Warning
2026-09-19 14:25:06.490358,23.0,1387.0,826.2,27.2,148.9,Warning
2026-09-19 14:25:09.490358,16.3,876.0,715.7,21.7,69.0,Warning
2026-09-19 14:25:12.490358,27.0,1440.0,869.7,29.2,144.6,Warning
2026-09-19 14:25:15.490358,24.1,1274.0,844.4,15.1,88.6,Safe
2026-09-19 14:25:18.490358,23.4,1411.0,853.6,33.3,147.2,Warning
2026-09-19 14:25:21.490358,14.0,1598.0,724.2,19.4,97.4,Safe
2026-09-19 14:25:24.490358,24.7,1473.0,821.1,21.7,111.6,Warning
2026-09-19 14:25:27.490358,9.8,999.0,735.3,22.3,103.3,Warning
2026-09-19 14:25:30.490358,19.0,1413.0,769.7,42.3,187.9,Warning
2026-09-19 14:25:33.490358,26.2,1527.0,789.6,33.5,147.4,Warning
2026-09-19 14:25:36.490358,9.5,1101.0,658.3,40.3,178.8,Warning
2026-09-19 14:25:39.490358,10.9,1164.0,696.9,21.5,75.9,Warning
2026-09-19 14:25:42.490358,13.5,1447.0,656.6,14.1,79.1,Safe
2026-09-19 14:25:45.490358,9.8,876.0,672.9,25.0,132.9,Warning
2026-09-19 14:25:48.490358,3.9,969.0,675.3,23.9,51.4,Warning
2026-09-19 14:25:51.490358,11.4,946.0,603.5,16.5,84.2,Safe
2026-09-19 14:25:54.490358,5.1,1012.0,702.5,21.5,85.9,Warning
2026-09-19 14:25:57.490358,12.2,968.0,742.8,17.5,43.1,Safe
2026-09-19 14:26:00.490358,4.7,856.0,619.5,19.1,107.0,Safe
2026-09-19 14:26:03.490358,16.6,1170.0,754.3,15.7,67.0,Safe
2026-09-19 14:26:06.490358,4.4,1057.0,635.4,28.8,145.8,Warning
2026-09-19 14:26:09.490358,6.3,1094.0,699.3,19.2,109.7,Safe
2026-09-19 14:26:12.490358,11.5,901.0,731.5,20.3,110.0,Warning
2026-09-19 14:26:15.490358,0.9,831.0,551.3,20.8,86.9,Warning
2026-09-19 14:26:18.490358,7.9,890.0,686.3,28.3,133.5,Warning
2026-09-19 14:26:21.490358,12.9,934.0,695.2,25.5,98.8,Warning
2026-09-19 14:26:24.490358,0.0,767.0,603.3,22.9,75.0,Warning
2026-09-19 14:26:27.490358,6.8,923.0,625.0,20.0,111.6,Warning
2026-09-19 14:26:30.490358,6.9,1337.0,725.3,18.2,101.4,Safe
2026-09-19 14:26:33.490358,9.3,1098.0,716.3,21.1,125.6,Warning
2026-09-19 14:26:36.490358,0.0,700.0,570.4,22.1,116.3,Warning
2026-09-19 14:26:39.490358,0.0,715.0,546.6,18.4,88.8,Safe
2026-09-19 14:26:42.490358,7.7,1145.0,646.0,21.2,104.3,Warning
2026-09-19 14:26:45.490358,6.5,1276.0,669.4,21.6,99.0,Warning
2026-09-19 14:26:48.490358,6.3,718.0,659.6,8.4,43.3,Safe
2026-09-19 14:26:51.490358,6.7,700.0,704.1,17.9,84.5,Safe
2026-09-19 14:26:54.490358,1.7,1122.0,644.9,13.1,52.0,Safe
2026-09-19 14:26:57.490358,6.3,1016.0,689.3,24.3,103.7,Warning
2026-09-19 14:27:00.490358,6.7,838.0,667.0,22.3,80.1,Warning
2026-09-19 14:27:03.490358,1.9,927.0,559.3,27.3,134.3,Warning
2026-09-19 14:27:06.490358,14.9,778.0,711.8,21.7,110.4,Warning
2026-09-19 14:27:09.490358,8.2,1006.0,708.1,34.6,163.8,Warning
2026-09-19 14:27:12.490358,0.1,853.0,599.1,10.4,63.2,Safe
2026-09-19 14:27:15.490358,9.7,1180.0,697.5,22.8,71.7,Warning
2026-09-19 14:27:18.490358,1.8,700.0,602.0,10.3,36.7,Safe
2026-09-19 14:27:21.490358,11.0,1088.0,646.8,32.8,136.2,Warning
2026-09-19 14:27:24.490358,13.3,992.0,701.1,27.0,116.9,Warning
2026-09-19 14:27:27.490358,3.8,933.0,642.6,10.9,63.0,Safe
2026-09-19 14:27:30.490358,13.1,994.0,679.0,26.7,115.3,Warning
2026-09-19 14:27:33.490358,10.9,1011.0,677.6,15.8,58.1,Safe
2026-09-19 14:27:36.490358,13.4,987.0,669.9,30.8,137.1,Warning
2026-09-19 14:27:39.490358,19.4,1382.0,799.6,21.0,107.9,Warning
2026-09-19 14:27:42.490358,9.2,1159.0,662.0,28.5,167.5,Warning
2026-09-19 14:27:45.490358,7.3,947.0,716.4,14.0,46.2,Safe
2026-09-19 14:27:48.490358,7.2,987.0,719.0,15.0,8.0,Safe
2026-09-19 14:27:51.490358,8.3,789.0,662.9,19.6,96.4,Safe
2026-09-19 14:27:54.490358,12.6,1071.0,660.8,23.2,95.4,Warning
2026-09-19 14:27:57.490358,15.5,1179.0,640.2,13.5,88.1,Safe
2026-09-19 14:28:00.490358,15.9,1590.0,668.1,25.0,108.6,Warning
2026-09-19 14:28:03.490358,19.4,1118.0,700.1,20.2,90.3,Warning
2026-09-19 14:28:06.490358,16.1,1422.0,784.0,24.9,118.4,Warning
2026-09-19 14:28:09.490358,24.1,1553.0,797.6,19.6,86.5,Safe
2026-09-19 14:28:12.490358,16.4,1251.0,746.5,28.8,142.8,Warning
2026-09-19 14:28:15.490358,32.1,1868.0,768.4,30.4,146.6,Warning
2026-09-19 14:28:18.490358,22.6,1420.0,732.5,43.3,190.7,Warning
2026-09-19 14:28:21.490358,16.0,1259.0,763.8,26.3,136.4,Warning
2026-09-19 14:28:24.490358,15.9,1189.0,738.6,26.4,115.1,Warning
2026-09-19 14:28:27.490358,24.6,1598.0,790.9,24.6,134.8,Warning
2026-09-19 14:28:30.490358,22.0,1515.0,798.8,21.0,80.5,Warning
2026-09-19 14:28:33.490358,27.7,1398.0,886.9,25.3,119.8,Warning
2026-09-19 14:28:36.490358,27.5,1289.0,810.9,17.3,89.0,Safe
2026-09-19 14:28:39.490358,25.7,1413.0,808.7,24.1,136.0,Warning
2026-09-19 14:28:42.490358,22.9,1252.0,790.8,24.1,85.3,Warning
2026-09-19 14:28:45.490358,20.6,1305.0,860.2,24.0,93.7,Warning
2026-09-19 14:28:48.490358,27.0,1659.0,731.6,43.0,203.3,Warning
2026-09-19 14:28:51.490358,34.5,1594.0,903.5,26.1,129.4,Warning
2026-09-19 14:28:54.490358,32.4,1603.0,854.3,26.5,149.7,Warning
2026-09-19 14:28:57.490358,26.1,1462.0,831.8,18.6,78.7,Safe
2026-09-19 14:29:00.490358,34.3,1785.0,848.2,51.0,210.6,Danger
2026-09-19 14:29:03.490358,36.5,1374.0,889.7,47.4,218.3,Warning
2026-09-19 14:29:06.490358,31.2,1489.0,878.0,71.0,238.4,Danger
2026-09-19 14:29:09.490358,37.5,1769.0,1024.3,94.4,350.7,Danger
2026-09-19 14:29:12.490358,38.1,1932.0,937.1,108.7,381.0,Danger
2026-09-19 14:29:15.490358,33.2,1556.0,831.6,107.7,345.5,Danger
2026-09-19 14:29:18.490358,41.8,1563.0,917.4,112.3,430.2,Danger
2026-09-19 14:29:21.490358,43.9,1991.0,933.1,112.0,404.1,Danger
2026-09-19 14:29:24.490358,47.6,1895.0,909.1,107.4,418.6,Danger
2026-09-19 14:29:27.490358,48.6,1836.0,975.3,114.9,407.3,Danger
2026-09-19 14:29:30.490358,37.5,1644.0,929.3,108.1,409.7,Danger
2026-09-19 14:29:33.490358,40.8,1792.0,875.3,122.4,412.5,Danger
2026-09-19 14:29:36.490358,49.1,1938.0,1035.0,114.1,423.8,Danger
2026-09-19 14:29:39.490358,50.2,1724.0,1021.1,104.7,373.0,Danger
2026-09-19 14:29:42.490358,51.3,2217.0,980.9,109.8,421.4,Danger
2026-09-19 14:29:45.490358,69.0,2717.0,1146.6,82.2,295.5,Danger
2026-09-19 14:29:48.490358,53.7,2239.0,1093.3,75.6,288.6,Danger
2026-09-19 14:29:51.490358,57.5,2068.0,1089.6,43.9,172.7,Warning
2026-09-19 14:29:54.490358,57.7,2211.0,1061.6,22.6,117.0,Warning
2026-09-19 14:29:57.490358,57.2,2228.0,1047.7,30.5,158.4,Warning
2026-09-19 14:30:00.490358,53.3,2223.0,1029.7,33.4,125.9,Warning
2026-09-19 14:30:03.490358,59.7,2392.0,1057.0,19.3,121.2,Safe
2026-09-19 14:30:06.490358,53.0,2015.0,939.8,28.0,125.2,Warning
2026-09-19 14:30:09.490358,56.6,2228.0,1134.7,25.1,134.1,Warning
2026-09-19 14:30:12.490358,56.3,2277.0,1056.8,28.3,120.6,Warning
2026-09-19 14:30:15.490358,60.1,2520.0,1096.6,48.1,256.1,Warning
2026-09-19 14:30:18.490358,72.1,2709.0,1174.8,37.3,192.6,Warning
2026-09-19 14:30:21.490358,52.1,2221.0,987.5,32.3,162.8,Warning
2026-09-19 14:30:24.490358,65.7,2456.0,1118.5,25.7,128.4,Warning
2026-09-19 14:30:27.490358,55.1,2389.0,976.7,33.4,139.7,Warning
2026-09-19 14:30:30.490358,61.6,2401.0,1183.9,41.5,226.7,Warning
2026-09-19 14:30:33.490358,70.2,2426.0,1112.2,32.4,125.8,Warning
2026-09-19 14:30:36.490358,65.8,2656.0,1085.4,39.3,170.9,Warning
2026-09-19 14:30:39.490358,60.9,2426.0,1069.3,24.6,126.4,Warning
2026-09-19 14:30:42.490358,63.4,2318.0,1158.7,39.4,197.0,Warning
2026-09-19 14:30:45.490358,71.1,2504.0,1169.0,22.3,119.9,Warning
2026-09-19 14:30:48.490358,64.7,2461.0,1067.9,26.3,110.8,Warning
2026-09-19 14:30:51.490358,70.0,2620.0,1210.4,29.4,151.0,Warning
2026-09-19 14:30:54.490358,69.8,2574.0,1187.5,31.7,139.8,Warning
2026-09-19 14:30:57.490358,66.9,2518.0,1156.5,39.8,202.5,Warning
2026-09-19 14:31:00.490358,81.4,3090.0,1279.8,39.6,232.2,Warning
2026-09-19 14:31:03.490358,74.4,2820.0,1290.6,58.2,297.5,Danger
2026-09-19 14:31:06.490358,61.5,2367.0,1179.7,23.6,139.8,Warning
2026-09-19 14:31:09.490358,73.1,2768.0,1157.0,38.5,205.9,Warning
2026-09-19 14:31:12.490358,69.2,2376.0,1218.8,25.7,131.1,Warning
2026-09-19 14:31:15.490358,77.2,2790.0,1232.9,29.3,113.9,Warning
2026-09-19 14:31:18.490358,69.3,2805.0,1174.6,39.0,146.8,Warning
2026-09-19 14:31:21.490358,73.0,2593.0,1116.6,44.8,197.0,Warning
2026-09-19 14:31:24.490358,76.4,2583.0,1204.6,34.1,156.0,Warning
2026-09-19 14:31:27.490358,78.5,2664.0,1195.4,40.7,168.2,Warning
2026-09-19 14:31:30.490358,68.4,2346.0,1180.2,26.8,149.3,Warning
2026-09-19 14:31:33.490358,72.9,2505.0,1226.0,35.5,146.4,Warning
2026-09-19 14:31:36.490358,72.3,2553.0,1095.8,29.7,136.0,Warning
2026-09-19 14:31:39.490358,71.6,2379.0,1171.7,39.7,204.5,Warning
2026-09-19 14:31:42.490358,83.8,2896.0,1314.9,40.0,164.2,Warning
2026-09-19 14:31:45.490358,77.0,2861.0,1208.6,49.7,257.7,Warning
2026-09-19 14:31:48.490358,68.7,2381.0,1178.7,26.5,124.9,Warning
2026-09-19 14:31:51.490358,79.6,3017.0,1250.6,55.8,264.7,Danger
2026-09-19 14:31:54.490358,85.5,3015.0,1298.0,26.6,154.2,Warning
2026-09-19 14:31:57.490358,80.0,2955.0,1229.2,59.3,266.7,Danger
2026-09-19 14:32:00.490358,67.1,2380.0,1088.4,32.7,165.6,Warning
2026-09-19 14:32:03.490358,72.1,2732.0,1132.3,44.1,240.1,Warning
2026-09-19 14:32:06.490358,80.7,2654.0,1274.1,25.8,124.8,Warning
2026-09-19 14:32:09.490358,70.6,2699.0,1165.7,35.8,156.7,Warning
2026-09-19 14:32:12.490358,76.1,2729.0,1203.4,35.3,189.0,Warning
2026-09-19 14:32:15.490358,77.5,2820.0,1202.9,50.1,302.9,Danger
2026-09-19 14:32:18.490358,68.7,2340.0,1137.0,59.9,325.6,Danger
2026-09-19 14:32:21.490358,72.6,2482.0,1222.9,97.5,512.7,Danger
2026-09-19 14:32:24.490358,56.3,2298.0,1037.3,106.2,583.4,Danger
2026-09-19 14:32:27.490358,67.0,2333.0,1082.4,142.8,751.4,Danger
2026-09-19 14:32:30.490358,70.4,2630.0,1193.0,145.2,735.0,Danger
2026-09-19 14:32:33.490358,64.9,2219.0,1111.4,150.8,808.2,Danger
2026-09-19 14:32:36.490358,78.8,2898.0,1231.9,156.4,836.3,Danger
2026-09-19 14:32:39.490358,63.0,2190.0,1168.1,173.1,920.3,Danger
2026-09-19 14:32:42.490358,67.4,2567.0,1138.0,176.9,946.9,Danger
2026-09-19 14:32:45.490358,69.6,2634.0,1168.4,191.1,994.9,Danger
2026-09-19 14:32:48.490358,75.5,2584.0,1157.0,201.3,1049.7,Danger
2026-09-19 14:32:51.490358,60.5,2399.0,1075.0,171.2,891.8,Danger
2026-09-19 14:32:54.490358,72.8,2659.0,1206.7,159.7,855.7,Danger
2026-09-19 14:32:57.490358,66.3,2377.0,1068.2,159.2,834.4,Danger
2026-09-19 14:33:00.490358,60.6,2164.0,1092.9,120.9,640.8,Danger
2026-09-19 14:33:03.490358,67.1,2182.0,1140.5,126.6,654.5,Danger
2026-09-19 14:33:06.490358,65.0,2476.0,1121.3,130.8,788.6,Danger
2026-09-19 14:33:09.490358,60.1,2069.0,1122.6,138.0,763.1,Danger
2026-09-19 14:33:12.490358,62.7,2381.0,1114.6,153.1,841.1,Danger
2026-09-19 14:33:15.490358,59.5,2249.0,1135.3,156.6,959.2,Danger
2026-09-19 14:33:18.490358,61.1,2430.0,1049.4,161.4,956.1,Danger
2026-09-19 14:33:21.490358,63.0,2329.0,1109.3,165.2,963.3,Danger
2026-09-19 14:33:24.490358,66.7,2418.0,1136.9,172.1,996.1,Danger
2026-09-19 14:33:27.490358,51.6,2200.0,970.2,155.3,933.3,Danger
2026-09-19 14:33:30.490358,67.5,2538.0,1178.5,156.7,939.1,Danger
2026-09-19 14:33:33.490358,46.1,2001.0,1062.0,155.1,908.1,Danger
2026-09-19 14:33:36.490358,54.1,2224.0,1032.5,150.2,867.2,Danger
2026-09-19 14:33:39.490358,56.8,1991.0,1074.9,122.0,731.7,Danger
2026-09-19 14:33:42.490358,54.3,2271.0,1037.7,127.3,767.4,Danger
2026-09-19 14:33:45.490358,48.7,2110.0,961.4,104.1,595.0,Danger
2026-09-19 14:33:48.490358,49.8,1892.0,925.4,76.2,480.4,Danger
2026-09-19 14:33:51.490358,47.3,1946.0,950.2,60.8,378.5,Danger
2026-09-19 14:33:54.490358,45.8,1938.0,910.4,43.8,244.8,Warning
2026-09-19 14:33:57.490358,51.9,2077.0,1083.2,25.5,119.2,Warning
2026-09-19 14:34:00.490358,48.3,2059.0,982.1,33.1,174.3,Warning
2026-09-19 14:34:03.490358,42.0,2065.0,922.2,20.8,95.0,Warning
2026-09-19 14:34:06.490358,48.9,2184.0,1026.6,25.2,121.9,Warning
2026-09-19 14:34:09.490358,44.8,1724.0,913.8,29.1,104.6,Warning
2026-09-19 14:34:12.490358,46.3,2050.0,939.4,14.0,130.6,Safe
2026-09-19 14:34:15.490358,44.2,2106.0,956.7,36.9,196.5,Warning
2026-09-19 14:34:18.490358,35.9,1754.0,928.0,36.4,165.3,Warning
2026-09-19 14:34:21.490358,36.1,1866.0,908.9,28.8,142.8,Warning
2026-09-19 14:34:24.490358,41.5,2140.0,942.2,29.9,116.3,Warning
2026-09-19 14:34:27.490358,39.8,1948.0,921.2,29.9,142.5,Warning
2026-09-19 14:34:30.490358,35.5,1725.0,900.1,23.8,138.4,Warning
2026-09-19 14:34:33.490358,35.1,1835.0,889.0,19.4,106.9,Safe
2026-09-19 14:34:36.490358,39.8,1817.0,877.4,28.7,145.0,Warning
2026-09-19 14:34:39.490358,29.4,1539.0,837.1,23.7,159.9,Warning
2026-09-19 14:34:42.490358,34.0,1598.0,829.3,15.7,101.2,Safe
2026-09-19 14:34:45.490358,29.2,1765.0,837.0,26.5,156.3,Warning
2026-09-19 14:34:48.490358,28.1,1380.0,805.5,27.9,111.6,Warning
2026-09-19 14:34:51.490358,33.6,1871.0,970.7,31.9,133.0,Warning
2026-09-19 14:34:54.490358,31.2,1656.0,848.3,24.1,101.5,Warning
2026-09-19 14:34:57.490358,30.2,1344.0,785.2,14.9,88.6,Safe
2026-09-19 14:35:00.490358,31.6,1646.0,847.6,23.6,140.3,Warning
2026-09-19 14:35:03.490358,24.2,1090.0,814.5,22.7,106.0,Warning
2026-09-19 14:35:06.490358,26.5,1558.0,879.3,28.2,128.9,Warning
2026-09-19 14:35:09.490358,20.6,1449.0,741.5,21.4,97.5,Warning
2026-09-19 14:35:12.490358,22.9,1283.0,719.6,9.6,75.7,Safe
2026-09-19 14:35:15.490358,19.7,1310.0,790.1,21.9,96.0,Warning
2026-09-19 14:35:18.490358,19.9,1591.0,704.1,23.5,82.1,Warning
2026-09-19 14:35:21.490358,21.5,1262.0,754.7,19.8,121.2,Safe
2026-09-19 14:35:24.490358,13.6,981.0,698.5,22.1,76.9,Warning
2026-09-19 14:35:27.490358,27.3,1705.0,815.7,23.9,123.3,Warning
2026-09-19 14:35:30.490358,11.0,1370.0,715.7,42.9,211.5,Warning
2026-09-19 14:35:33.490358,9.2,1030.0,646.1,24.8,122.9,Warning
2026-09-19 14:35:36.490358,20.3,1459.0,751.3,47.3,216.8,Warning
2026-09-19 14:35:39.490358,17.7,1444.0,741.1,51.1,279.3,Danger
2026-09-19 14:35:42.490358,16.2,1092.0,735.2,57.0,351.9,Danger
2026-09-19 14:35:45.490358,15.5,1114.0,727.8,73.7,455.1,Danger
2026-09-19 14:35:48.490358,11.6,1275.0,710.4,106.3,562.7,Danger
2026-09-19 14:35:51.490358,6.6,1217.0,686.3,91.7,497.4,Danger
2026-09-19 14:35:54.490358,10.8,1155.0,702.3,88.5,512.0,Danger
2026-09-19 14:35:57.490358,6.5,830.0,670.0,89.3,503.1,Danger
2026-09-19 14:36:00.490358,14.2,1453.0,650.3,91.3,526.4,Danger
2026-09-19 14:36:03.490358,8.1,922.0,666.6,98.1,569.2,Danger
